0;0.00378113
6.51451e-05;0.0402254
0.00013029;0.0502539
0.000195435;0.052817
0.00026058;0.0194992
0.000325725;0.0224573
0.00039087;0.0439428
0.000456016;0.0454185
0.000521161;0.0243804
0.000586306;0.0333137
0.000651451;0.0350314
0.000716596;0.0237285
0.000781741;0.0241339
0.000846886;0.048037
0.000912031;0.038006
0.000977176;0.0418131
0.00104232;0.0119466
0.00110747;0.031359
0.00117261;0.0442448
0.00123776;0.0471133
0.0013029;0.0218853
0.00136805;0.0158328
0.00143319;0.0397425
0.00149834;0.0412927
0.00156348;0.0257053
0.00162863;0.0228358
0.00169377;0.0236748
0.00175892;0.0458464
0.00182406;0.0348686
0.00188921;0.0545969
0.00195435;0.0325231
0.0020195;0.0368429
0.00208464;0.0151039
0.00214979;0.0343041
0.00221493;0.0513725
0.00228008;0.0466383
0.00234522;0.0169798
0.00241037;0.0376702
0.00247551;0.0385281
0.00254066;0.0551147
0.0026058;0.0232843
0.00267095;0.0478378
0.00273609;0.0313499
0.00280124;0.0316364
0.00286638;0.0207347
0.00293153;0.0571326
0.00299667;0.0327147
0.00306182;0.0251513
0.00312696;0.0328593
0.00319211;0.0497151
0.00325725;0.0455174
0.0033224;0.036288
0.00338754;0.0113049
0.00345269;0.0464403
0.00351783;0.0396251
0.00358298;0.0374779
0.00364812;0.0250152
0.00371327;0.0387496
0.00377841;0.0304853
0.00384356;0.0182995
0.0039087;0.0359489
0.00397385;0.0483776
0.00403899;0.0336294
0.00410414;0.0285121
0.00416928;0.0194243
0.00423443;0.0440592
0.00429957;0.0423524
0.00436472;0.036163
0.00442986;0.0148369
0.00449501;0.0330951
0.00456016;0.0436661
0.0046253;0.0334165
0.00469045;0.0249542
0.00475559;0.042691
0.00482074;0.0161888
0.00488588;0.0232814
0.00495103;0.0522153
0.00501617;0.0526325
0.00508132;0.0125843
0.00514646;0.0330882
0.00521161;0.030418
0.00527675;0.0506415
0.0053419;0.0372299
0.00540704;0.0258137
0.00547219;0.0119237
0.00553733;0.0469488
0.00560248;0.0363098
0.00566762;0.0267468
0.00573277;0.0301507
0.00579791;0.0507346
0.00586306;0.0183299
0.0059282;0.0356995
0.00599335;0.0255017
0.00605849;0.0535796
0.00612364;0.025745
0.00618878;0.0216616
0.00625393;0.036771
0.00631907;0.0467657
0.00638422;0.0291356
0.00644936;0.046214
0.00651451;0.0165825
0.00657965;0.0422433
0.0066448;0.0388963
0.00670994;0.0333152
0.00677509;0.0267454
0.00684023;0.0500855
0.00690538;0.0323562
0.00697052;-0.00272334
0.00703567;0.0312687
0.00710081;0.0571331
0.00716596;0.0266444
0.0072311;0.0548044
0.00729625;0.036395
0.00736139;0.0262499
0.00742654;0.0320089
0.00749168;0.0249522
0.00755683;0.0135527
0.00762197;0.0452747
0.00768712;0.0819455
0.00775226;0.058025
0.00781741;0.00907844
0.00788255;0.0918299
0.0079477;-0.00641065
0.00801284;0.016599
0.00807799;0.106394
0.00814313;0.00651468
0.00820828;0.0216982
0.00827342;0.112385
0.00833857;-0.0301398
0.00840371;0.0109852
0.00846886;0.0732478
0.008534;-0.0145363
0.00859915;-0.00263445
0.00866429;0.10821
0.00872944;-0.0153812
0.00879458;-0.0308305
0.00885973;0.0727129
0.00892487;0.0494455
0.00899002;-0.019242
0.00905516;0.0747986
0.00912031;0.0327498
0.00918546;-0.0151138
0.0092506;0.0540627
0.00931575;0.0580715
0.00938089;-0.0221738
0.00944604;0.0558571
0.00951118;0.0610352
0.00957633;-0.0156644
0.00964147;0.0346293
0.00970662;0.0835678
0.00977176;-0.0328531
0.00983691;-0.0215158
0.00990205;0.0996866
0.0099672;0.069692
0.0100323;-0.031562
0.0100975;0.0927107
0.0101626;0.0754759
0.0102278;-0.0114114
0.0102929;0.064006
0.0103581;0.103681
0.0104232;-0.012976
0.0104884;0.0863861
0.0105535;0.116984
0.0106186;0.0176918
0.0106838;0.0473441
0.0107489;0.158917
0.0108141;0.01241
0.0108792;-0.0169131
0.0109444;0.147396
0.0110095;0.0578585
0.0110747;-0.0702481
0.0111398;0.111593
0.011205;0.0712028
0.0112701;-0.0799831
0.0113352;0.0711856
0.0114004;0.115089
0.0114655;-0.0843453
0.0115307;0.0170793
0.0115958;0.148704
0.011661;-0.0848188
0.0117261;-0.0266902
0.0117913;0.178247
0.0118564;-0.0370411
0.0119215;-0.0538027
0.0119867;0.184644
0.0120518;-0.0161392
0.012117;-0.0595814
0.0121821;0.211033
0.0122473;-0.0328219
0.0123124;-0.117987
0.0123776;0.151614
0.0124427;0.0719935
0.0125079;-0.103122
0.012573;0.0643811
0.0126381;0.0745045
0.0127033;-0.0354213
0.0127684;-0.00579995
0.0128336;0.140705
0.0128987;-0.031512
0.0129639;-0.0124384
0.013029;0.109518
0.0130942;0.00463337
0.0131593;-0.0507277
0.0132244;0.107765
0.0132896;0.00349753
0.0133547;-0.0300024
0.0134199;0.0227119
0.013485;0.105777
0.0135502;0.016645
0.0136153;-0.0472633
0.0136805;0.143192
0.0137456;0.0901472
0.0138108;-0.174707
0.0138759;0.243232
0.013941;0.00554764
0.0140062;-0.0384045
0.0140713;0.135942
0.0141365;0.172701
0.0142016;-0.0870905
0.0142668;0.0387166
0.0143319;0.229481
0.0143971;-0.207503
0.0144622;0.0782242
0.0145274;0.228042
0.0145925;-0.142807
0.0146576;0.0421708
0.0147228;0.274499
0.0147879;-0.0595005
0.0148531;0.0202033
0.0149182;0.14925
0.0149834;0.0203899
0.0150485;0.0583617
0.0151137;0.090733
0.0151788;0.100932
0.0152439;0.148421
0.0153091;0.240343
0.0153742;0.0863552
0.0154394;-0.0181503
0.0155045;-0.107475
0.0155697;0.110872
0.0156348;-0.0164216
0.0157;-0.0749522
0.0157651;0.0507265
0.0158303;0.0974641
0.0158954;-0.0150888
0.0159605;-0.00324731
0.0160257;0.0148652
0.0160908;0.110508
0.016156;-0.0505309
0.0162211;-0.0116683
0.0162863;0.225502
0.0163514;-0.0910648
0.0164166;-0.0956721
0.0164817;0.452429
0.0165468;-0.109828
0.016612;-0.170084
0.0166771;0.581336
0.0167423;0.178837
0.0168074;-0.600695
0.0168726;1.25135
0.0169377;-1.06601
0.0170029;-0.432825
0.017068;0.909034
0.0171332;-1.01858
0.0171983;0.271797
0.0172634;0.201626
0.0173286;-0.329738
0.0173937;-0.141695
0.0174589;0.274432
0.017524;-0.195101
0.0175892;-0.00383132
0.0176543;0.0995944
0.0177195;-0.136756
0.0177846;-0.0716466
0.0178497;-0.0246386
0.0179149;-9.79755e-05
0.01798;-0.0524199
0.0180452;-0.0769074
0.0181103;-0.0171759
0.0181755;-0.00619193
0.0182406;0.0577354
0.0183058;0.0199234
0.0183709;0.0284016
0.0184361;0.078506
0.0185012;-0.0777316
0.0185663;0.102206
0.0186315;0.0363987
0.0186966;-0.0461864
0.0187618;0.130832
0.0188269;0.0678944
0.0188921;-0.0772009
0.0189572;0.115488
0.0190224;0.0627538
0.0190875;0.0100124
0.0191527;0.0221242
0.0192178;0.0522456
0.0192829;0.0420132
0.0193481;0.0511479
0.0194132;0.0302186
0.0194784;0.0237276
0.0195435;-0.00133327
0.0196087;-0.0122534
0.0196738;0.0720888
0.019739;0.00626765
0.0198041;0.0640431
0.0198692;0.0933408
0.0199344;-0.0316492
0.0199995;-0.04884
0.0200647;0.0207116
0.0201298;-0.0504765
0.020195;-0.120397
0.0202601;0.0654946
0.0203253;0.0328059
0.0203904;-0.061261
0.0204556;-0.0155625
0.0205207;0.0729085
0.0205858;-0.149887
0.020651;-0.0787423
0.0207161;0.0599198
0.0207813;-0.044394
0.0208464;-0.000470212
0.0209116;0.0906325
0.0209767;-0.0253561
0.0210419;0.0757158
0.021107;0.0600925
0.0211721;0.0292257
0.0212373;0.0465905
0.0213024;0.0101458
0.0213676;0.184796
0.0214327;0.111676
0.0214979;-0.0764974
0.021563;0.114457
0.0216282;0.0916492
0.0216933;-0.0616357
0.0217585;0.103022
0.0218236;0.125523
0.0218887;-0.063036
